block;bee_hive;loaf;boat;tub;blinker;toad;beacon;pulsar;glider;heat;occupancy
0;0;0;0;0;0;0;0;0;0;0;153
0;0;0;0;0;0;0;0;0;0;158;101
[[0, 0, 3, 16]];0;0;0;0;0;0;0;0;0;98;79
0;0;0;0;0;0;0;0;0;0;82;83
0;0;0;0;0;0;0;0;0;0;86;75
0;0;0;0;0;0;0;0;0;0;74;55
0;0;0;0;0;0;0;0;0;0;45;54
0;0;0;0;0;[[0, 1, 14, 15]];0;0;0;0;49;63
0;0;0;0;0;0;0;0;0;0;50;61
0;0;0;0;0;[[0, 0, 5, 0]];0;0;0;0;54;59
0;0;0;0;0;0;0;0;0;0;57;56
0;0;0;0;0;0;0;0;0;0;47;69
0;0;0;0;0;0;0;0;0;0;44;67
0;0;0;0;0;0;0;0;0;0;58;75
0;0;0;0;0;0;0;0;0;0;60;81
0;0;0;0;0;0;0;0;0;0;69;78
0;0;0;0;0;[[0, 1, 6, 11]];0;0;0;0;68;68
0;0;0;0;0;[[0, 0, 13, 5]];0;0;0;0;67;67
0;0;0;0;0;0;0;0;0;0;62;51
0;0;0;0;0;0;0;0;0;0;48;63
0;0;0;0;0;0;0;0;0;0;52;47
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;47;50
[[0, 0, 13, 14]];0;0;0;0;[[0, 1, 3, 0]];0;0;0;0;44;40
[[0, 0, 13, 14]];0;0;0;0;[[0, 0, 3, 0]];0;0;0;0;36;40
[[0, 0, 13, 14]];0;0;0;0;[[0, 1, 3, 0]];0;0;0;0;36;42
[[0, 0, 12, 1], [0, 0, 13, 14]];0;0;0;0;[[0, 0, 3, 0]];0;0;0;0;32;46
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;31;49
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;43;48
[[0, 0, 13, 14]];0;0;0;0;[[0, 0, 3, 12], [0, 1, 3, 1], [0, 1, 5, 1]];0;0;0;0;41;41
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;41;48
[[0, 0, 13, 14]];0;0;0;0;[[0, 1, 6, 4]];0;0;0;0;39;37
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;35;38
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;38;34
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;23;41
