block;bee_hive;loaf;boat;tub;blinker;toad;beacon;pulsar;glider;heat;occupancy
0;0;0;0;0;0;0;0;0;0;0;119
0;0;0;0;0;0;0;0;0;0;102;119
0;0;0;0;0;[[0, 1, 1, 4]];0;0;0;0;122;115
0;0;0;0;0;0;0;0;0;0;102;95
[[0, 0, 13, 4]];0;0;0;0;0;0;0;0;0;84;89
[[0, 0, 13, 4]];0;0;0;0;0;0;0;0;0;80;87
[[0, 0, 13, 4]];0;0;0;0;[[0, 1, 9, 16]];0;0;0;0;76;89
0;0;0;0;0;0;0;0;0;0;79;78
0;0;0;0;0;0;0;0;0;0;77;91
0;0;0;0;0;0;0;0;0;0;88;65
0;0;0;0;0;0;0;0;0;0;51;76
[[0, 0, 13, 4]];0;0;0;0;0;0;0;0;0;58;72
0;0;0;0;0;0;0;0;0;0;62;78
0;0;0;0;0;0;0;0;0;0;68;60
0;0;0;0;0;0;0;0;0;0;50;70
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;61;67
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;58;71
[[0, 0, 11, 0]];0;0;0;0;[[0, 0, 7, 13]];0;0;0;0;61;58
[[0, 0, 4, 6], [0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;62;66
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;54;54
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;51;53
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;46;51
[[0, 0, 2, 2], [0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;49;42
[[0, 0, 2, 2], [0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;38;40
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;30;34
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;31;29
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;28;27
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;22;31
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;24;23
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;18;23
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;17;26
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;19;21
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;16;25
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;19;24
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;[[0, 0, 16, 16]];15;23
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;16;25
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;15;24
[[0, 0, 11, 0], [0, 0, 15, 10]];0;0;0;0;0;0;0;0;0;16;24
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;17;25
[[0, 0, 11, 0]];0;0;0;0;0;0;0;0;0;15;22
0;0;0;0;0;[[0, 1, 15, 5]];0;0;0;0;18;24
0;0;0;0;0;0;0;0;0;0;28;20
0;0;0;0;0;0;0;0;0;0;20;26
0;0;0;0;0;0;0;0;0;0;28;18
0;0;0;0;0;0;0;0;0;0;14;16
0;0;0;0;0;0;0;0;0;0;9;17
0;0;0;0;0;0;0;0;0;0;9;20
0;0;0;0;0;0;0;0;0;0;12;24
0;0;0;0;0;0;0;0;0;0;16;28
0;0;0;0;0;0;0;0;0;0;17;33
0;0;0;0;0;0;0;0;0;0;22;33
0;0;0;0;0;[[0, 0, 0, 9]];0;0;0;0;22;29
0;0;0;0;0;0;0;0;0;0;21;40
0;0;0;0;0;0;0;0;0;0;31;37
0;0;0;0;0;0;0;0;0;0;29;56
0;0;0;0;0;0;0;0;0;0;50;34
0;0;0;0;0;0;0;0;0;0;32;36
0;0;0;0;0;0;0;0;0;0;34;36
0;0;0;0;0;0;0;0;0;0;24;40
0;0;0;0;0;0;0;0;0;0;30;36
[[0, 0, 4, 6]];0;0;0;0;0;0;0;0;0;33;43
[[0, 0, 4, 6]];0;0;0;0;0;0;0;0;0;36;43
[[0, 0, 4, 6]];0;0;0;0;0;0;0;0;0;31;52
