block;bee_hive;loaf;boat;tub;blinker;toad;beacon;pulsar;glider;heat;occupancy
0;0;0;0;0;0;0;0;0;0;0;102
0;0;0;0;0;0;0;0;0;0;79;73
0;0;0;0;0;0;0;0;0;0;82;87
0;0;0;0;0;0;0;0;0;0;87;64
0;0;0;0;0;[[0, 1, 7, 4]];0;0;0;0;56;78
0;0;0;0;0;0;0;0;0;0;75;77
0;0;0;0;0;0;0;0;0;0;77;66
0;0;0;0;0;0;0;0;0;0;61;75
0;0;0;0;0;0;0;0;0;0;65;48
0;0;0;0;0;0;0;0;0;0;51;47
0;0;0;0;0;0;0;0;0;0;44;49
0;0;0;0;0;0;0;0;0;0;51;56
0;0;0;0;0;[[0, 1, 12, 9]];0;0;0;0;55;47
0;0;0;0;0;0;0;0;0;0;40;45
0;0;0;0;0;0;0;0;0;0;44;45
0;0;0;0;0;[[0, 0, 6, 13]];0;0;0;0;45;38
0;0;0;0;0;0;0;0;0;0;31;49
0;0;0;0;0;0;0;0;0;0;49;42
0;0;0;0;0;0;0;0;0;0;34;44
0;0;0;0;0;0;0;0;0;0;38;38
0;0;0;0;0;0;0;0;0;0;31;47
0;0;0;0;0;0;0;0;0;0;44;45
0;0;0;0;0;0;0;0;0;0;47;42
0;0;0;0;0;0;0;0;0;0;42;46
0;0;0;0;0;[[0, 1, 5, 10]];0;0;0;0;50;40
0;0;0;0;0;0;0;0;0;0;53;41
0;0;0;0;0;0;0;0;0;0;36;45
0;0;0;0;0;0;0;0;0;0;49;44
0;0;0;0;0;0;0;0;0;0;45;51
0;0;0;0;0;0;0;0;0;0;45;48
0;0;0;0;0;[[0, 1, 13, 6]];0;0;0;0;42;40
0;0;0;0;0;0;0;0;0;0;35;47
0;0;0;0;0;0;0;0;0;0;41;44
0;0;0;0;0;0;0;0;0;0;30;36
0;0;0;0;0;0;0;0;0;0;32;44
0;0;0;0;0;0;0;0;0;0;31;41
0;0;0;0;0;0;0;0;0;0;43;40
0;0;0;0;0;0;0;0;0;0;36;52
0;0;0;0;0;0;0;0;0;0;51;43
0;0;0;0;0;0;0;0;0;0;37;44
0;0;0;0;0;0;0;0;0;0;34;38
0;0;0;0;0;0;0;0;0;0;29;41
0;0;0;0;0;0;0;0;0;0;27;42
0;0;0;0;0;0;0;0;0;0;45;51
0;0;0;0;0;0;0;0;0;0;45;36
0;0;0;0;0;0;0;0;0;0;39;43
0;0;0;0;0;0;0;0;0;0;38;35
0;0;0;0;0;0;0;0;0;0;29;42
0;0;0;0;0;[[0, 0, 12, 13]];0;0;0;0;31;37
0;0;0;0;0;0;0;0;0;0;40;39
0;0;0;0;0;0;0;0;0;0;34;37
0;0;0;0;0;0;0;0;0;0;27;42
0;0;0;0;0;0;0;0;0;0;40;42
0;0;0;0;0;0;0;0;0;0;38;50
0;0;0;0;0;0;0;0;0;0;48;36
0;0;0;0;0;[[0, 1, 12, 1]];0;0;0;0;41;43
0;0;0;0;0;0;0;0;0;0;51;44
0;0;0;0;0;0;0;0;0;0;42;48
0;0;0;0;0;0;0;0;0;0;41;47
0;0;0;0;0;0;0;0;0;0;53;34
0;0;0;0;0;0;0;0;0;0;30;36
0;0;0;0;0;0;0;0;0;0;42;28
0;0;0;0;0;0;0;0;0;0;32;32
0;0;0;0;0;0;0;0;0;0;21;33
0;0;0;0;0;0;0;0;0;0;28;45
0;0;0;0;0;0;0;0;0;0;42;31
[[0, 0, 8, 2]];0;0;0;0;0;0;0;0;0;31;38
[[0, 0, 8, 2]];0;0;0;0;0;0;0;0;0;34;30
[[0, 0, 8, 2]];0;0;0;0;0;0;0;0;0;17;29
[[0, 0, 8, 2]];0;0;0;0;0;0;0;0;0;21;28
[[0, 0, 8, 2]];0;0;0;0;0;0;0;0;0;16;30
[[0, 0, 8, 2]];0;0;0;0;0;0;0;0;0;21;35
[[0, 0, 8, 2]];0;0;0;0;0;0;0;0;0;31;32
[[0, 0, 8, 2]];0;0;0;0;0;0;0;0;0;26;32
[[0, 0, 8, 2]];0;0;0;0;0;0;0;0;0;27;29
0;0;0;0;0;0;0;0;0;0;19;36
0;0;0;0;0;[[0, 0, 11, 10]];0;0;0;0;29;31
0;0;0;0;0;0;0;0;0;0;31;42
0;0;0;0;0;0;0;0;0;0;30;36
0;0;0;0;0;0;0;0;0;0;39;31
0;0;0;0;0;0;0;0;0;0;27;32
0;0;0;0;0;[[0, 1, 2, 2]];0;0;0;0;36;28
0;0;0;0;0;0;0;0;0;0;23;31
0;0;0;0;0;0;0;0;0;0;20;21
0;0;0;0;0;0;0;0;0;0;17;20
0;0;0;0;0;0;0;0;0;0;13;19
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;14;19
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;12;17
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;11;16
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;8;18
0;0;[[0, 1, 11, 12]];0;0;[[0, 1, 2, 1]];0;0;0;0;10;16
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;11;19
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;11;16
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;7;17
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;11;22
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;7;17
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;7;16
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;3;15
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;2;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
0;0;[[0, 1, 11, 12]];0;0;0;0;0;0;0;0;13
